way_id,way_label,role,versions,first_version,latest_version,first_timestamp,latest_timestamp,existed_pre_strike,geometry_change_count,tag_change_count,geometry_changes_pre_strike,geometry_changes_post_strike,tag_changes_pre_strike,tag_changes_post_strike,major_tag_events,first_perimeter_m,latest_perimeter_m,delta_perimeter_m,first_area_sq_m,latest_area_sq_m,first_version_version,first_version_timestamp,first_version_perimeter_m,first_version_area_sq_m,last_pre_strike_version,last_pre_strike_timestamp,last_pre_strike_perimeter_m,last_pre_strike_area_sq_m,first_post_strike_version,first_post_strike_timestamp,first_post_strike_perimeter_m,first_post_strike_area_sq_m
942760673,Sayyid al-Shuhada-Asif barracks area,barracks_area,13,1,13,2021-05-14 02:59:17+00:00,2026-03-07 22:56:51+00:00,True,5,7,0,5,1,6,2021-05-14 02:59:17 UTC v1: + landuse=military | + military=range | + name=پادگان تیپ عاصف || 2021-05-19 02:17:22 UTC v2: ~ name: پادگان تیپ عاصف -> پادگان سید الشهدا-عاصف || 2026-03-03 03:07:42 UTC v4: - military (was range) || 2026-03-03 17:09:06 UTC v5: - name (was پادگان سید الشهدا-عاصف) || 2026-03-04 09:22:09 UTC v6: + name=پادگان سید الشهدا-عاصف || 2026-03-05 18:14:24 UTC v8: + name:en=Sayyid al-Shohada-Asif Barracks,1251.7230493326272,1044.8045436008556,-206.91850573177157,84145.21344921648,37585.397124782176,1,2021-05-14 02:59:17+00:00,1251.7230493326272,84145.21344921648,2.0,2021-05-19 02:17:22+00:00,1251.7230493326272,84145.21344921648,3,2026-03-03 03:03:10+00:00,1049.2711800388092,38102.930132850044
1484791929,Shajareh Tayyebeh girls' school,school,4,1,4,2026-03-03 03:03:10+00:00,2026-03-05 22:09:35+00:00,False,2,1,0,2,0,1,2026-03-03 03:03:10 UTC v1: + amenity=school | + education=school | + name=Shajareh Tayyebeh girls' elementary school || 2026-03-05 22:09:35 UTC v4: + name:ar=مدرسة شجرة طيبة الابتدائية للبنات,445.16682141535046,436.1419864588573,-9.02483495649318,10172.042075984575,10553.495951516601,1,2026-03-03 03:03:10+00:00,445.16682141535046,10172.042075984575,,,,,1,2026-03-03 03:03:10+00:00,445.16682141535046,10172.042075984575
1485767423,Suspected IRGC compound,compound,10,1,10,2026-03-05 18:06:31+00:00,2026-03-05 23:23:54+00:00,False,5,5,0,5,0,5,2026-03-05 18:06:31 UTC v1: + landuse=military || 2026-03-05 18:40:17 UTC v5: + name=مجتمع فرهنگی سیدالشهدا سپاه | + name:en=Seyyed al-Shohada Cultural Complex of the Revolutionary Guard || 2026-03-05 20:10:22 UTC v6: - name (was مجتمع فرهنگی سیدالشهدا سپاه) | - name:en (was Seyyed al-Shohada Cultural Complex of the Revolutionary Guard) || 2026-03-05 23:04:35 UTC v7: + military=base || 2026-03-05 23:22:48 UTC v9: + name=سید الشهدا-عاصف | + name:en=Sayyid al-Shuhada || 2026-03-05 23:23:54 UTC v10: ~ name:en: Sayyid al-Shuhada -> Sayyid al-Shuhada-Asif,1166.1605689603634,1166.5228173493076,0.362248388944181,54273.64134677406,54102.44224073154,1,2026-03-05 18:06:31+00:00,1166.1605689603634,54273.64134677406,,,,,1,2026-03-05 18:06:31+00:00,1166.1605689603634,54273.64134677406
