stage_key,stage_label,boundary_way_id,boundary_way_label,boundary_version,snapshot_timestamp,snapshot_timestamp_iso,boundary_area_sq_m,boundary_perimeter_m,element_type,osm_id,name,lat,lon,distance_to_boundary_centroid_m,building_tag,building_semantics,building_semantics_label,later_assignment,later_assignment_label,cde_category,tags_str,stage_rank
last_pre_strike,Last pre-strike,942760673,Sayyid al-Shuhada-Asif barracks area,2,2021-05-19 02:17:22+00:00,2021-05-19T02:17:22+00:00,84145.21344921648,1251.7230493326272,way,1485771694,,27.1068442,57.0841565,198.8,yes,generic_building,Generic building,outside_latest_barracks,Outside latest barracks,unknown,building=yes,33
last_pre_strike,Last pre-strike,942760673,Sayyid al-Shuhada-Asif barracks area,2,2021-05-19 02:17:22+00:00,2021-05-19T02:17:22+00:00,84145.21344921648,1251.7230493326272,way,1485771695,,27.1066873,57.0841182,216.6,yes,generic_building,Generic building,outside_latest_barracks,Outside latest barracks,unknown,building=yes,34
first_post_strike,First post-strike,942760673,Sayyid al-Shuhada-Asif barracks area,3,2026-03-03 03:03:10+00:00,2026-03-03T03:03:10+00:00,38102.930132850044,1049.2711800388092,way,1485178461,,27.109572,57.0835193,13.6,yes,generic_building,Generic building,latest_barracks_only,Latest barracks-only area,unknown,building=yes,1
first_post_strike,First post-strike,942760673,Sayyid al-Shuhada-Asif barracks area,3,2026-03-03 03:03:10+00:00,2026-03-03T03:03:10+00:00,38102.930132850044,1049.2711800388092,way,1485797314,,27.1099322,57.0835511,26.6,yes,generic_building,Generic building,latest_barracks_only,Latest barracks-only area,unknown,building=yes,2
first_post_strike,First post-strike,942760673,Sayyid al-Shuhada-Asif barracks area,3,2026-03-03 03:03:10+00:00,2026-03-03T03:03:10+00:00,38102.930132850044,1049.2711800388092,way,1485178456,,27.1095557,57.0837597,27.0,yes,military_related,Military-related,latest_barracks_only,Latest barracks-only area,military_security,building=yes; military=barracks,3
first_post_strike,First post-strike,942760673,Sayyid al-Shuhada-Asif barracks area,3,2026-03-03 03:03:10+00:00,2026-03-03T03:03:10+00:00,38102.930132850044,1049.2711800388092,way,1485178457,,27.109425,57.083498,30.1,yes,military_related,Military-related,latest_barracks_only,Latest barracks-only area,military_security,building=yes; military=barracks,4
first_post_strike,First post-strike,942760673,Sayyid al-Shuhada-Asif barracks area,3,2026-03-03 03:03:10+00:00,2026-03-03T03:03:10+00:00,38102.930132850044,1049.2711800388092,way,1485178448,,27.1093715,57.0839348,53.4,yes,generic_building,Generic building,latest_barracks_only,Latest barracks-only area,unknown,building=yes,5
first_post_strike,First post-strike,942760673,Sayyid al-Shuhada-Asif barracks area,3,2026-03-03 03:03:10+00:00,2026-03-03T03:03:10+00:00,38102.930132850044,1049.2711800388092,way,1485178463,,27.1099321,57.0830024,59.0,yes,military_related,Military-related,latest_barracks_only,Latest barracks-only area,military_security,building=yes; military=barracks,6
first_post_strike,First post-strike,942760673,Sayyid al-Shuhada-Asif barracks area,3,2026-03-03 03:03:10+00:00,2026-03-03T03:03:10+00:00,38102.930132850044,1049.2711800388092,way,1485767424,,27.1092242,57.0838125,59.0,yes,military_related,Military-related,latest_barracks_only,Latest barracks-only area,military_security,building=yes; military=barracks,7
first_post_strike,First post-strike,942760673,Sayyid al-Shuhada-Asif barracks area,3,2026-03-03 03:03:10+00:00,2026-03-03T03:03:10+00:00,38102.930132850044,1049.2711800388092,way,1485178458,,27.1091928,57.0833229,59.5,yes,military_related,Military-related,latest_barracks_only,Latest barracks-only area,military_security,building=yes; military=barracks,8
