element_type,osm_id,name_pre,distance_m_pre,cde_category_pre,cde_label_pre,tags_pre,name_current,distance_m_current,cde_category_current,cde_label_current,tags_current,in_prestrike,in_current,status
relation,12742529,پریتقی-پزیتکی,627.9,unknown,Unknown / unclassified,boundary=place; name=پریتقی-پزیتکی; name:en=paritaghi; type=boundary,پریتقی-پزیتکی,627.9,unknown,Unknown / unclassified,boundary=place; name=پریتقی-پزیتکی; name:en=paritaghi; type=boundary,True,True,present_both
relation,12742694,میناب,2637.5,civilian_general,Civilian general,landuse=residential; name=میناب; type=multipolygon,میناب,2637.5,civilian_general,Civilian general,landuse=residential; name=میناب; type=multipolygon,True,True,present_both
relation,12800250,کریم آباد,929.7,unknown,Unknown / unclassified,admin_level=11; boundary=administrative; name=کریم آباد; type=boundary,کریم آباد,929.7,unknown,Unknown / unclassified,admin_level=11; boundary=administrative; name=کریم آباد; type=boundary,True,True,present_both
relation,15627951,,312.4,unknown,Unknown / unclassified,route=road; type=route,,312.4,unknown,Unknown / unclassified,route=road; type=route,True,True,present_both
relation,15627960,,252.0,unknown,Unknown / unclassified,route=road; type=route,,252.0,unknown,Unknown / unclassified,route=road; type=route,True,True,present_both
way,183918804,بلوار رسالت,235.1,infrastructure_access,Infrastructure / access,highway=primary; lanes=3; maxspeed=60; name=بلوار رسالت; name:en=Resalat Boulevard; oneway=yes; ref=91,بلوار رسالت,235.1,infrastructure_access,Infrastructure / access,highway=primary; lanes=3; maxspeed=60; name=بلوار رسالت; name:en=Resalat Boulevard; oneway=yes; ref=91,True,True,present_both
way,183918809,بلوار رسالت,264.1,infrastructure_access,Infrastructure / access,highway=primary; lanes=3; name=بلوار رسالت; name:en=Resalat Boulevard; oneway=yes; ref=91,بلوار رسالت,264.1,infrastructure_access,Infrastructure / access,highway=primary; lanes=3; name=بلوار رسالت; name:en=Resalat Boulevard; oneway=yes; ref=91,True,True,present_both
way,363654756,,2585.9,unknown,Unknown / unclassified,,,2585.9,unknown,Unknown / unclassified,,True,True,present_both
way,594311559,بلوار المهدی,1073.9,infrastructure_access,Infrastructure / access,highway=tertiary; name=بلوار المهدی; oneway=yes,بلوار المهدی,1073.9,infrastructure_access,Infrastructure / access,highway=tertiary; name=بلوار المهدی; oneway=yes,True,True,present_both
way,594312765,,384.0,infrastructure_access,Infrastructure / access,highway=residential,,384.0,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,594312771,رسالت دهم,275.3,infrastructure_access,Infrastructure / access,highway=residential; name=رسالت دهم,رسالت دهم,275.3,infrastructure_access,Infrastructure / access,highway=residential; name=رسالت دهم,True,True,present_both
way,594312775,,393.2,infrastructure_access,Infrastructure / access,highway=residential,,393.2,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,594312776,,592.2,infrastructure_access,Infrastructure / access,highway=residential,,592.2,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,594312777,رسالت یازدهم,379.3,infrastructure_access,Infrastructure / access,highway=residential; name=رسالت یازدهم,رسالت یازدهم,379.3,infrastructure_access,Infrastructure / access,highway=residential; name=رسالت یازدهم,True,True,present_both
way,594312779,کوچه ۶۴,603.4,infrastructure_access,Infrastructure / access,alt_name=شهید حسن مسلمی; highway=residential; name=کوچه ۶۴,کوچه ۶۴,603.4,infrastructure_access,Infrastructure / access,alt_name=شهید حسن مسلمی; highway=residential; name=کوچه ۶۴,True,True,present_both
way,594312781,,509.1,infrastructure_access,Infrastructure / access,highway=residential,,509.1,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,594312782,,447.5,infrastructure_access,Infrastructure / access,highway=residential,,447.5,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,594314398,,487.2,infrastructure_access,Infrastructure / access,highway=residential,,487.2,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,594314399,,446.6,infrastructure_access,Infrastructure / access,highway=residential,,446.6,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,594314400,,564.8,infrastructure_access,Infrastructure / access,highway=residential,,564.8,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,594314405,,348.6,infrastructure_access,Infrastructure / access,highway=residential,,348.6,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,657133558,,450.4,infrastructure_access,Infrastructure / access,highway=residential,,450.4,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,657133559,,449.8,infrastructure_access,Infrastructure / access,highway=residential,,449.8,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,657133560,,412.7,infrastructure_access,Infrastructure / access,highway=residential,,412.7,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,657133561,,345.8,infrastructure_access,Infrastructure / access,highway=residential,,345.8,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,657133571,,547.7,infrastructure_access,Infrastructure / access,highway=residential,,547.7,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,657133572,,500.7,infrastructure_access,Infrastructure / access,highway=residential,,500.7,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,657133573,,522.7,infrastructure_access,Infrastructure / access,highway=residential,,522.7,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,657133574,,461.1,infrastructure_access,Infrastructure / access,highway=residential,,461.1,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,709553071,,312.4,unknown,Unknown / unclassified,highway=primary_link; oneway=no; surface=asphalt,,312.4,unknown,Unknown / unclassified,highway=primary_link; oneway=no; surface=asphalt,True,True,present_both
way,709553072,,229.9,unknown,Unknown / unclassified,highway=primary_link,,229.9,unknown,Unknown / unclassified,highway=primary_link,True,True,present_both
way,942758506,,252.0,unknown,Unknown / unclassified,highway=tertiary_link; oneway=yes,,252.0,unknown,Unknown / unclassified,highway=tertiary_link; oneway=yes,True,True,present_both
way,942758507,پارک شهر,499.2,unknown,Unknown / unclassified,leisure=park; name=پارک شهر; opening_hours=24/7; operator=شهرداری,پارک شهر,499.2,unknown,Unknown / unclassified,leisure=park; name=پارک شهر; opening_hours=24/7; operator=شهرداری,True,True,present_both
way,942758508,اداره جهاد کشاورزی میناب,329.3,government_institutional,Government / institutional,building=yes; name=اداره جهاد کشاورزی میناب; office=government,اداره جهاد کشاورزی میناب,329.3,government_institutional,Government / institutional,building=yes; name=اداره جهاد کشاورزی میناب; office=government,True,True,present_both
way,942758509,آهن آلات  محمودی,219.4,civilian_general,Civilian general,building=yes; name=آهن آلات  محمودی; shop=yes,آهن آلات  محمودی,219.4,civilian_general,Civilian general,building=yes; name=آهن آلات  محمودی; shop=yes,True,True,present_both
way,942760673,پادگان سید الشهدا-عاصف,77.2,military_security,Military / security,landuse=military; military=range; name=پادگان سید الشهدا-عاصف,پادگان سید الشهدا-عاصف,77.2,military_security,Military / security,landuse=military; military=range; name=پادگان سید الشهدا-عاصف,True,True,present_both
way,944483950,,223.5,unknown,Unknown / unclassified,landuse=grass,,223.5,unknown,Unknown / unclassified,landuse=grass,True,True,present_both
way,945642810,,589.1,unknown,Unknown / unclassified,admin_level=11; boundary=administrative,,589.1,unknown,Unknown / unclassified,admin_level=11; boundary=administrative,True,True,present_both
way,945642811,,591.6,unknown,Unknown / unclassified,admin_level=11; boundary=administrative,,591.6,unknown,Unknown / unclassified,admin_level=11; boundary=administrative,True,True,present_both
way,945661016,,872.3,unknown,Unknown / unclassified,leisure=garden,,872.3,unknown,Unknown / unclassified,leisure=garden,True,True,present_both
way,947033567,,361.3,infrastructure_access,Infrastructure / access,highway=residential,,361.3,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,949208655,,511.2,infrastructure_access,Infrastructure / access,highway=residential,,511.2,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,949208656,,290.7,infrastructure_access,Infrastructure / access,barrier=gate,,290.7,infrastructure_access,Infrastructure / access,barrier=gate,True,True,present_both
way,949209519,رسالت هشتم,367.7,infrastructure_access,Infrastructure / access,highway=residential; name=رسالت هشتم,رسالت هشتم,367.7,infrastructure_access,Infrastructure / access,highway=residential; name=رسالت هشتم,True,True,present_both
way,949827386,,442.3,infrastructure_access,Infrastructure / access,highway=residential,,442.3,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,949827387,,451.7,infrastructure_access,Infrastructure / access,highway=residential,,451.7,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,949827391,,384.0,infrastructure_access,Infrastructure / access,highway=residential,,384.0,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,949827392,,226.5,infrastructure_access,Infrastructure / access,highway=residential,,226.5,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,949827393,,309.4,infrastructure_access,Infrastructure / access,highway=residential,,309.4,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,949827395,,786.2,unknown,Unknown / unclassified,,,786.2,unknown,Unknown / unclassified,,True,True,present_both
way,951865654,,1588.5,civilian_general,Civilian general,barrier=wall; construction=yes; height=2; landuse=residential; material=concrete; residential=apartments; wall=concrete,,1588.5,civilian_general,Civilian general,barrier=wall; construction=yes; height=2; landuse=residential; material=concrete; residential=apartments; wall=concrete,True,True,present_both
way,951865668,,340.0,infrastructure_access,Infrastructure / access,highway=residential,,340.0,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,951865669,,331.7,infrastructure_access,Infrastructure / access,highway=service,,331.7,infrastructure_access,Infrastructure / access,highway=service,True,True,present_both
way,951865680,,578.8,infrastructure_access,Infrastructure / access,highway=residential,,578.8,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,951865687,,467.1,unknown,Unknown / unclassified,building=yes,,467.1,unknown,Unknown / unclassified,building=yes,True,True,present_both
way,951865688,,503.1,unknown,Unknown / unclassified,building=yes,,503.1,unknown,Unknown / unclassified,building=yes,True,True,present_both
way,951865689,,392.0,unknown,Unknown / unclassified,building=yes,,392.0,unknown,Unknown / unclassified,building=yes,True,True,present_both
way,952814330,,444.7,infrastructure_access,Infrastructure / access,highway=residential,,444.7,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,952814331,,390.4,infrastructure_access,Infrastructure / access,highway=service,,390.4,infrastructure_access,Infrastructure / access,highway=service,True,True,present_both
way,952814332,,537.6,infrastructure_access,Infrastructure / access,highway=residential,,537.6,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,952814337,,476.5,infrastructure_access,Infrastructure / access,highway=residential,,476.5,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,952814338,,356.4,infrastructure_access,Infrastructure / access,highway=residential,,356.4,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,952814339,رسالت نهم,105.0,infrastructure_access,Infrastructure / access,highway=residential; name=رسالت نهم,رسالت نهم,105.0,infrastructure_access,Infrastructure / access,highway=residential; name=رسالت نهم,True,True,present_both
way,952814340,,169.4,infrastructure_access,Infrastructure / access,highway=residential,,169.4,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,952814341,,201.5,infrastructure_access,Infrastructure / access,highway=residential,,201.5,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,952814342,,218.8,infrastructure_access,Infrastructure / access,highway=residential,,218.8,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,952814343,,216.1,infrastructure_access,Infrastructure / access,highway=residential,,216.1,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,952814344,,301.0,infrastructure_access,Infrastructure / access,highway=residential,,301.0,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,952814345,,287.8,infrastructure_access,Infrastructure / access,highway=residential,,287.8,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,952814346,,286.0,infrastructure_access,Infrastructure / access,highway=residential,,286.0,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,952814347,,368.5,infrastructure_access,Infrastructure / access,highway=residential,,368.5,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,952814348,,518.0,infrastructure_access,Infrastructure / access,highway=residential,,518.0,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,952814349,,409.6,infrastructure_access,Infrastructure / access,highway=residential,,409.6,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,952814350,,449.9,infrastructure_access,Infrastructure / access,highway=residential,,449.9,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,952814365,,491.9,infrastructure_access,Infrastructure / access,highway=residential,,491.9,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,952814372,,326.5,infrastructure_access,Infrastructure / access,highway=residential,,326.5,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,952814373,,342.9,infrastructure_access,Infrastructure / access,highway=residential,,342.9,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,952814374,,120.1,infrastructure_access,Infrastructure / access,highway=service,,120.1,infrastructure_access,Infrastructure / access,highway=service,True,True,present_both
way,952814375,,146.3,infrastructure_access,Infrastructure / access,highway=service,,146.3,infrastructure_access,Infrastructure / access,highway=service,True,True,present_both
way,956993923,,496.3,infrastructure_access,Infrastructure / access,highway=residential,,496.3,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,956993924,,455.0,infrastructure_access,Infrastructure / access,highway=residential,,455.0,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,956993925,,386.1,infrastructure_access,Infrastructure / access,highway=residential,,386.1,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,960661164,رسالت دوازدهم,434.1,infrastructure_access,Infrastructure / access,highway=residential; name=رسالت دوازدهم,رسالت دوازدهم,434.1,infrastructure_access,Infrastructure / access,highway=residential; name=رسالت دوازدهم,True,True,present_both
way,960684904,,299.4,unknown,Unknown / unclassified,building=yes,,299.4,unknown,Unknown / unclassified,building=yes,True,True,present_both
way,960684905,,371.1,unknown,Unknown / unclassified,building=yes,,371.1,unknown,Unknown / unclassified,building=yes,True,True,present_both
way,960684906,,250.4,unknown,Unknown / unclassified,building=yes,,250.4,unknown,Unknown / unclassified,building=yes,True,True,present_both
way,960684907,,242.9,unknown,Unknown / unclassified,building=yes,,242.9,unknown,Unknown / unclassified,building=yes,True,True,present_both
way,961092737,بلوار المهدی,1058.2,infrastructure_access,Infrastructure / access,highway=tertiary; name=بلوار المهدی; oneway=yes,بلوار المهدی,1058.2,infrastructure_access,Infrastructure / access,highway=tertiary; name=بلوار المهدی; oneway=yes,True,True,present_both
way,1119061294,,853.5,unknown,Unknown / unclassified,natural=wood,,853.5,unknown,Unknown / unclassified,natural=wood,True,True,present_both
way,1119061299,,308.2,unknown,Unknown / unclassified,landuse=forest,,308.2,unknown,Unknown / unclassified,landuse=forest,True,True,present_both
way,1126544410,کوچه هفتم,491.5,infrastructure_access,Infrastructure / access,highway=residential; name=کوچه هفتم,کوچه هفتم,491.5,infrastructure_access,Infrastructure / access,highway=residential; name=کوچه هفتم,True,True,present_both
way,1152744871,,779.8,unknown,Unknown / unclassified,,,779.8,unknown,Unknown / unclassified,,True,True,present_both
way,1238616089,,493.6,infrastructure_access,Infrastructure / access,highway=residential,,493.6,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,1238616090,,387.5,infrastructure_access,Infrastructure / access,highway=residential,,387.5,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,1238616091,,330.2,infrastructure_access,Infrastructure / access,highway=residential,,330.2,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,1238616092,,335.2,infrastructure_access,Infrastructure / access,highway=residential,,335.2,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,1238616093,,306.2,infrastructure_access,Infrastructure / access,highway=service,,306.2,infrastructure_access,Infrastructure / access,highway=service,True,True,present_both
way,1238616094,,350.1,infrastructure_access,Infrastructure / access,highway=service,,350.1,infrastructure_access,Infrastructure / access,highway=service,True,True,present_both
way,1238618968,,354.3,infrastructure_access,Infrastructure / access,highway=service,,354.3,infrastructure_access,Infrastructure / access,highway=service,True,True,present_both
way,1305134364,,452.8,infrastructure_access,Infrastructure / access,highway=residential,,452.8,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,1305134365,,477.9,infrastructure_access,Infrastructure / access,highway=residential,,477.9,infrastructure_access,Infrastructure / access,highway=residential,True,True,present_both
way,1420682883,,604.6,unknown,Unknown / unclassified,highway=construction,,604.6,unknown,Unknown / unclassified,highway=construction,True,True,present_both
